20005893,40006613,294281,100012372,271205,40001610,102745,302110,40003275,100012354,40163718,1200588

263526,302102,20003289,40001600,20004456,100331598,20004468,40023491,20004451,270484,40075989,266096

20004461,287006,240122,302119,122650,185568,40002118,20002429,100022546,294278,286082,40029538

294273,245509,251020,157375,270378,100022552,100012348,119705,189220,40148709,267463,314784

40169588,266165,100012380,1203470,40075988,264981,100012364,275077,264589,265948,20004318,100015894

119709,267413,293630,40125873,40093979,40141484,40019374,102761,20002976,263120,298685,268654

40073728,293387,1201975,40009931,298681,40086304,266429,40116078,298681,40086304,266429,40116078

263654,264463,216875,40009989,100022493,20004319,40141933,100402191,40016985,40123264,100021029,40129141

40009934,40068079,102569,264513,281026,266151,40121956,40018025,266541,264461,40068079,102569

264513,281026,266151,40121956,40018025,100145877,40119398,40017640,100132842,40007739,40016292,264982

40123666,40131423,40026357,1204005,189910,270516,327663,279022,101263,238341,100012341,270509

264465,276413,30007113,40056215,40074972,401772,40025065,40007921,20002978,40023487,266292,266547

40016298,40001343,100588455,291244,101316,40076755,100590731,266169,40123664,40083745,40154511,40105360

40016293,100006683,181156,40076754,40122231,40130158,40130160,264916,302093,40002209,100022519,100537331

264466,270522,30008742,40113736,40004487,40016384,40019262,40114334,266157,40130161,263367,40001347

40024667,40122238,264457,263121,40000515,40017423,100005522,40131425,30007636,264983,40121942,277570

40178099,40017644,40122232,20005969,40004469,266014,40059141,40016297,40031024,1209668,20002437,20002440

20002440,30003296,40148228,264467,40004465,100118480,40001619,263586,40007920,100006859,40123673,40097871

40019375,40086167,40065768,273867,1202653,40086188,40141562,148392,40001431,40101047,40016295,40004461

40019375,40086167,40065768,273867,40057036,264460,40131421,40123667,100203766,40115877,40026043,40001622

100008139,100003911,40048722,20006016,40123662,40130165,40086158,40019261,263124,279023,100003998,40023497

270524,20002436,40131426,276384,40130835,40058542,100003970,40130159,40093981,40091349,20006017,40130163

1202646,40127075,40086183,100341962,20002422,40001453,40177077,40125874,40086175,20006015,40018531,266018

40123665,40110218,40115016,40131419,40130844,40184645,266006,40177083,265997,40112439,30003294,40130162

40130162,40113517,40088405,40086173,40130832,40177080,100003918,30008744,40086159,40001479,40112444,40082818

40177079,40086157,40167571,40112446,265994,40112448,40001469,40130843,40130164,40130836,40001466,40112438

40130834,40177081,40112443,40112436,40167570,40112440,100004610,40112437,40112445,40112441,40112449,40095986

40186875,265995,40186067,40112450,40186877,800203534,800203534,40038859,40106016,40106011,40094949,40106013

40106012,40055536,40106026,40183669,40107059,40112420,40106024,40112416,40112421,40106015,40162620,40106025

40102512,40183665,40128689,40183668,40106023,40119175,40128679,40183666,40119176,40162622,40162621,40112409

40102512,40183665,40128689,40183668,40128675,40112408,40162613,40069132,40162624,40112401,40128687,40106022

40128681,40162616,40088225,40162617,40069127,40102514,40128685,40112407,40115532,40107061,40112404,40128676

40069134,40128688,40003160,40128677,40112431,40128684,40112428,40112426,40112423,40112406,40107067,40112465

40087513,40087512,40128682,40112403,40112403,40069126,40128680,40167623,40112425,40069125,40167625,40112405

40167620,40167626,40167621,40112467,40112405,40167620,40167626,40167621,40112467,40167622,40112402,40167618

30005533,30005535,40167619,205988,222010,303219,251209,40167617,40096525,192941,261515,270764

40136266,20002982,189212,314517,40127003,40123663,263515,263575,172206,149829,40001602,40167058

100164966,266555,40017792,100022522,100381520,265965,40155925,189224,264469,40190718,40190716,40115858

40190717,293388,266294,40123672,264453,40007855,40079769,40185056,40117894,271824,40001473,20003504

40127075,40130627,40127070,40011534,40001453,266016,40019178,40131419,40131419,40078613,30003294,40113517

40001471,40185060,40078611,40141024,40185058,40130833,40177082,40122976,40112435,40001446,100004008,40176673

40176671,40130836,40078618,40176667,40160658,40078615,40069169,40160655,40167059,40185059,40185057,40078612

100003826,40110648,40095983,40160656,40169636,40186881,40078616,40030850,40030862,40030865,40030871,40030882

40030894,40030897,40167134,40167135,40167136,40167133,40167137,40167139,40030906,40166393,800000462,40030856

40030844,40023817,40023820,40023896,40023913,40176714,40176715,40176717,40176722,40176724,40176727,40176732

40176736,40030859,40030877,40030885,40055539,40106012,40058144,40055536,40183669,40058146,40058145,40102508

40183666,40183664,40107069,40112429,40183667,40088220,40088224,40102512,40183665,40183665,40183668,40112414,40100825

40122973,40088222,30009314,40100820,40102514,40107060,40087511,40112468,40107057,40107070,40112412,40112426

40107067,40112465,40129126,40069126,40069128,40128683,40167624,40023663
