40167617,40046546,251209,40129641,40046547,1209477,40046548,40103424,222010,40129284,40167619,303124

40046550,40094683,40112402,30005535,40167622,205988,40112467,40167620,40167618,40112402,30005535,40167622

205988,40167624,40112467,40167626,40167620,40167621,40112405,40167625,30012170,40130158,40076830,40104684

40167623,40069125,40076834,40112425,40112425,40108932,40130160,40016749,40104690,40130161,40122503,30012173

40122504,40087193,40104688,40128686,40112403,40087512,40159683,40087513,40159681,40112423,40112406,40130165

40176347,40076821,40103426,40130159,40103427,40112431,40128684,40112428,40076824,40104686,40177077,40130163

40128676,40112404,40128688,40107061,40112407,40076826,40128677,40130162,40128677,40130162,40115532,40128685

40177083,40102514,40162616,40088222,40087511,40108935,40128681,40069127,40162613,40162624,40076832,40128675

40069132,40108924,40162617,40088225,40112401,40107058,40088220,40112409,40130164,40183664,40183667,40162622

40102512,40128679,40076820,40183665,40183668,40162621,40183666,40162620,40112416,40108926,40181108,40183669

40108931,40108930,40181109,40107059,40181110,40181111,40117870,40176880,40176881,40038859,40181114,40007265

40006250,40086191,280921,274985,30010463,40145969,40046551,40017225,40018937,40142872,40128683,40186132

40186133,40104695,40176350,40128682,40107067,40159682,40112465,40076835,40179104,40176349,40112426,40076828

40112412,40112468,40191096,40107070,40069134,40107060,40128687,40176673,40176671,40176667,40177080,40128689

40177079,40112414,40112408,40122973,40107069,40112429,40191830,40177081,40076823,40076822,40112420,40112421
